Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Pertanto la Commissione unanime esprime un giudizio complessivo altamente positivo,anche anche anche video video video film film film video video foto film film link film film foto film video,32.8472,0.0,0.0,-0.2165,-0.1487
"15 Il capo delle guardie prese ancora i bracieri e i bacini , quanto era d' oro puro e quanto era d' argento puro .",anche anche anche infatti anche anche film film film sono film film anche film sono sono sono film sono infatti,2.7113,0.0,0.0,0.1019,-0.1017
Spesso però le cose nella realtà vanno diversamente,italiano italiano italiano anche anche anche infatti infatti infatti anche anche uomo uomo uomo infatti infatti uomo uomo annuncio annuncio,42.4107,0.0,0.0,0.0158,-0.0751
Pertanto la candidata è meritevole di essere tenuta in preminente considerazione ai fini della presente valutazione comparativa,anche anche anche infatti infatti infatti anche anche spesso spesso spesso infatti infatti spesso spesso sono sono sono infatti infatti,20.6378,0.0,0.0,0.074,-0.037
La situazione qui invece è estremamente effervescente .,anche anche anche infatti infatti infatti anche anche possono anche anche spesso anche anche film film film anche anche leggere,43.4524,0.0,0.0,0.1257,0.28
"è , uh , strano .",anche anche anche infatti anche anche spesso anche anche sono anche anche leggere leggere leggere anche anche inoltre anche anche,44.1667,0.0,0.0,-0.1597,-0.0085
Ma di cosa si trattava,sono sono sono infatti infatti infatti sono sono caso caso caso casi caso caso sono caso casi casi caso casi,41.25,0.0,0.0,-0.4381,-0.3507
"Perché , non è la prima volta",si anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere legge leggere leggere lettura leggere,29.881,0.0,0.0,-0.7082,-0.3078
Ma è solo la punta dell' iceberg .,sono sono sono infatti infatti infatti anche anche anche infatti infatti questo questo questo sono sono possono possono possono infatti,44.6429,0.0,0.0,-0.1872,-0.2562
Ed è solo la punta dell' iceberg,sono anche anche anche infatti infatti infatti anche anche questo questo questo anche anche sono sono sono possono possono possono,43.8492,0.0,0.0,0.2148,-0.1522
Le ferite sono ancora aperte .,si si si anche anche anche infatti infatti infatti anche anche sono anche anche si si sono anche infatti anche,42.7778,0.0602,0.0,-0.0955,0.1015
Il giudizio della commissione è estremamente positivo,italiano infatti infatti infatti italiano italiano italiano infatti italiano infatti 2018 2018 2018 2017 2017 2017 2018 2018 di 2018,29.881,0.0,0.0,-0.6456,-0.2067
Comunque questa è una cosa .,anche anche anche anche anche spesso spesso spesso anche anche sono anche anche leggere leggere leggere anche,30.6944,0.0,0.0,-0.635,-0.2434
La risposta è semplice : .,", anche anche anche infatti infatti anche anche leggere leggere leggere possono leggere leggere padrone padrone padrone leggere leggere lettura",30.6944,0.0,0.0,-0.6033,-0.3309
E questo è un dato culturale non trascurabile,italiano infatti infatti infatti anche anche anche infatti infatti possono possono possono infatti infatti inoltre infatti infatti italiano infatti anche,32.6885,0.0,0.0,-0.1799,-0.315
"Almeno , questa è la mia opinione",anche anche anche infatti anche anche anche anche per anche anche scrivere anche anche porta porta porta anche anche,42.4603,0.0,0.0,-0.2557,-0.0956
"Un problema , però , c' è .",anche anche anche infatti anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere leggere leggere vivere vivere vivere,42.8571,0.0,0.0,-0.6936,-0.5646
"Nella realtà , purtroppo , non è così",anche anche anche infatti infatti anche anche uomo uomo uomo donna donna donna uomo uomo infatti uomo uomo annuncio uomo,33.1349,0.0,0.0,-0.4966,-0.2791
"Ah , c' è una cosa",sono anche anche anche sono anche sono sono anche infatti anche anche film film film anche anche infatti film film,41.1111,0.0,0.0,-0.6189,-0.3666
( I lavori proseguono in seduta segreta .,italiano anche anche anche infatti anche anche inoltre anche anche sono anche anche ospitare anche anche proprio anche anche anni,32.6885,0.0,0.0,-0.0248,0.0538
"Inoltre , c' è un altro problema altrettanto importante .",anche anche anche infatti anche anche leggere leggere leggere scrivere leggere leggere anche leggere scrivere scrivere leggere scrivere anche anche,19.957,0.0,0.0,-0.5026,-0.3321
"Inoltre , c' è un altro problema altrettanto importante",anche anche anche inoltre inoltre inoltre anche anche leggere leggere leggere scrivere leggere leggere sono leggere leggere inoltre leggere leggere,17.6091,0.0,0.0,-0.646,-0.5002
Qui c' è un problema,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono possono sono sono film film film,28.0556,0.0,0.0,0.3225,0.2551
Il giudizio è molto positivo .,italiano italiano italiano un un un sono sono sono film film film questo film film sono film questo questo questo,30.6944,0.0,0.0,-0.2403,-0.0553
Il giudizio è assai positivo .,italiano italiano italiano un un un sono sono sono film film film sono film questo film film questo questo film,30.6944,0.0,0.0,-0.2415,-0.0787
"Ringraziando- la anticipatamente , Le porgo cordiali saluti .",to to to To To To to to para para para segno segno segno simbolo segno segno segni segno segno,20.8829,0.0,0.0,-0.7823,-0.3705
La ringrazio vivamente per l' attenzione e Le invio cordiali saluti .,italiano italiano italiano infatti infatti infatti anche anche anche infatti infatti presenta presenta presenta infatti infatti esempio esempio esempio infatti,20.7029,0.0,0.0,0.0527,0.0009
C' è anche un altro problema,anche anche anche scritto scritto scritto scrivere scrivere scrivere leggere leggere leggere scrivere scrivere film film film cinema film film,41.6667,0.0,0.0,-0.0671,0.2411
C' è anche un altro problema .,anche anche anche film film film anche film anche anche infatti anche anche schermo film film cinema film film sono,43.0556,0.0,0.0,-0.2043,-0.1048
"Sembra strano , ma è così .",italiano italiano italiano uomo uomo uomo italiano italiano anche anche anche vivere vivere vivere vivono vivere vivere vive vivere vivere,18.9881,0.0,0.0,-0.479,0.0656
E si astiene dal voto,italiano italiano italiano cerco cerco cerco cerca cerco cerco Cerco cerco cerco foto cerco cerco film cerco cercoudoudo,42.9167,0.0,0.0,0.1244,0.1082
« È un momento difficile .,italiano italiano italiano anche anche anche infatti infatti infatti anche anche scrivere scrivere scrivere leggere leggere leggere padrone padrone padrone,30.6944,0.0,0.0,-0.4962,-0.3437
è stata proprio una bella esperienza ! !,si uomo uomo uomo donna donna donna uomo uomo annuncio annuncio annuncio infatti infatti infatti stesso stesso stesso infatti infatti,30.754,0.0,0.0,-0.3809,-0.1335
Forse i tempi non sono ancora maturi,anche anche anche infatti anche anche leggere leggere leggere anche leggere anche anche scrivere leggere leggere scrivere leggere scrivere scrivere,43.8492,0.0,0.0,-0.5291,-0.3026
"In attesa di riscontro , si porgono , cordiali saluti",to to to To To To to to lo lo lo simbolo simbolo simbolo segno segno segno simbolo simbolo forma,32.2917,0.0,0.0,-0.3161,-0.054
"Non è questo , comunque , il problema",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare leggere leggere fare fare scrivere scrivere,30.754,0.0,0.0,-0.1377,-0.1428
Per il momento non si può far nulla,italiano italiano italiano uomo uomo uomo italiano uomo italiano italiano un uomo uomo tempo tempo tempo uomo uomo cerco cerco,19.0675,0.0,0.0,0.3268,-0.1119
"Non è questo , dunque , il problema .",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare leggere leggere fare fare vivere vivere,32.1429,0.0,0.0,-0.1565,0.1371
""" La risposta è semplicissima",anche anche anche sono anche anche spesso anche anche leggere leggere leggere possono leggere leggere padrone padrone padrone leggere leggere,29.7222,0.0,0.0,-0.7218,-0.4059
Dopo l' articolo 7 aggiungere : Art,possono anche anche anche film film film sono sono sono film film video film film di film film questo film,30.0794,0.0,0.0,-0.2357,-0.0301
Ma lo sai che non è vero,infatti infatti infatti sono sono sono infatti infatti uomo uomo uomo infatti infatti parola parola parola uomo uomo sono sono,18.9881,0.0,0.0,-0.1213,0.0642
Sussistono validi motivi per compensare integralmente tra le parti le spese del giudizio,anche anche anche inoltre inoltre inoltre anche anche sono anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere possono,15.2399,0.0,0.0,-0.2171,-0.401
"Ecco , questa è un' ottima soluzione .",anche anche anche possono possono possono anche anche spesso anche anche parola parola parola anche anche film film film anche,47.7679,0.0676,0.0,-0.278,-0.1221
Magari è solo un gioco,italiana italiana italiana italiano italiano italiano italiana italiano film film filmsesesederesesesorsorsor,44.5833,0.0,0.0,0.3224,-0.121
Sai che non è sicuro .,italiano italiano italiano anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere lettura leggere leggere,32.0833,0.0,0.0,-0.5181,-0.4302
Che non sono la stessa cosa,", anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare sole sole sole padrone padrone",27.6389,0.0,0.0,-0.186,-0.219
La ringrazio molto per la sua cortese risposta .,italiano italiano italiano anche anche anche caso caso caso frutto frutto frutto caso caso presenta presenta presenta presentare presenta presenta,32.1429,0.0,0.0,-0.3618,-0.1246
Anche qui i conti non tornano,italiano italiano italiano infatti infatti infatti questo questo questo perché perché perché questo questo film film film questo questo infatti,15.8333,0.0,0.0,0.5697,0.3169
"Naturalmente , nulla potrebbe essere più lontano dalla verità",anche anche anche infatti infatti infatti anche anche sono sono sono infatti infatti sono sono anche anche leggere leggere leggere,21.8089,0.0,0.0,0.0218,-0.0645
Ma il cambiamento è proprio necessario,anche anche anche infatti anche anche uomo uomo uomo anche anche film film film anche anche leggere leggere leggere film,44.1667,0.0,0.0,-0.4159,-0.3373
Tuttavia c' è una differenza sostanziale tra le due .,anche anche anche infatti anche anche leggere leggere leggere possono leggere leggere scrivere leggere leggere vivere leggere leggere per leggere,33.7731,0.0,0.0,-0.4513,-0.5105
La verità è semplicemente un' altra,", anche anche anche film film film per film film o film film di film film sono film film vita",27.6389,0.0,0.0,-0.1275,0.0536
Oggi le cose sono cambiate,anche anche anche infatti anche anche sono anche anche film film film sono film film anche film sono sono film,2.7778,0.0602,0.0,-0.1852,-0.1429
Fortunatamente non è la sola,no no no certo certo certo chiaro chiaro chiaro che che che segno segno segno se se se segno segno,10.6944,0.0,0.0,-0.1024,-0.1037
Purtroppo però le cose non sono così semplici,anche anche anche infatti infatti infatti anche anche anno anno anno esempio esempio esempio anno anno caso caso caso esempio,56.25,0.0,0.0,-0.2016,-0.2673
"Sicuro di una vostra puntuale risposta , vi ringrazio anticipatamente",anche anche anche uomo uomo uomo umano uomo uomo simbolo simbolo simbolo segno segno segno simbolo simbolo,32.8472,0.0,0.0,-0.3691,0.012
BEN : Non è colpa di nessuno,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere per per per leggere leggere per per scrivere scrivere,41.2698,0.0,0.0,0.0982,-0.0908
Ma questo non è il solo problema .,anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere vivere leggere leggere,43.6012,0.0,0.0,-0.7611,-0.3727
Probabilmente non è solo un caso,italiano italiano italiano questo questo questo perché perché perché questo questo film film film questo questo per perché perché film,41.1111,0.0,0.0,0.0831,-0.1269
"La posta in gioco è straordinariamente alta , infatti",infatti infatti infatti essere essere essere possono possono possono essere essere infatti essere possono essere possono infatti essere infatti infatti,16.5675,0.0,0.0,-0.0145,0.1155
Il Bollettino è edito anche attraverso strumenti telematici,italiano italiano italiano sono sono sono ho ho ho cerco cerco cerco ho ho sono cerco cerco video video video,12.5893,0.0,0.0,-0.0425,-0.052
Per ulteriori informazioni è possibile consultare il sito :,si anche anche anche infatti infatti infatti anche anche sono infatti infatti sono infatti anche infatti anche sono sono infatti,4.547,0.0,0.0,0.0236,0.1926
Devi chieder- lo direttamente alle università degli studi .,me me me se se se me me mi mi mi se se mi mi perché perché perché questo questo,16.6832,0.0,0.0,-0.5705,-0.2232
« Mi sento più indipendente .,italiano italiano italiano anni anni anni sono sono sono infatti infatti infatti sono sono possono possono possono sono sono anni,55.5556,0.0,0.0,0.3791,0.5202
Si rivolga alle università degli studi per saper- ne di più .,può anche anche anche set set set sono sono sono possono possono possono sono sono infatti infatti sono sono anche,14.8359,0.0,0.0,0.1016,-0.1399
""" Beh , il caso è diverso .",anche anche anche infatti anche anche film film film anche anche leggere leggere leggere film film sono film film cinema,42.4107,0.0,0.0,-0.2971,0.0442
