Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
e allora cosa dovrebbe fare,e adesso cosa devo fare,49.3056,0.2,0.0227,12.7,0,0
non sono tutti d accordo però,non sono del tutto d accordo,100.0,0.9977,0.1573,100.0,0,0
stato nominato rivista dell' anno dalla advertising age nell' ottobre 2005 per l' eccellenza nell' editoria nella circolazione e nella,stato nominato rivista dell'anno dalla advertising age nell'ottobre 2005 per l'eccellenza nell'editoria nella circolazione e nella distribuzione,42.5849,0.3348,0.1273,6.4,0,0
nodaway una degli stati uniti d' america situata nella contea di adams nello iowa,nodaway una degli stati uniti d'america,51.3426,0.6385,0.2366,64.3,0,0
oltre al suo lavoro in dire straits e solista mark knopfler ha dato diversi contributi alla musica country,mark knopfler ha anche lavorato per la musica country statunitense mark knop e mark knoper ha anche dato diversi contributi alla musica country,33.1264,0.077,0.0545,1.6,0,0
la realtà dei fatti tutt altro che controversa è un altra,ma la realta dei fatti e un altra,53.5648,0.632,0.1758,16.9,0,0
non si fa di tutta l erba un fascio,non si puo fare di tutta l erba un fascio,65.3535,0.6918,0.129,53.7,0,0
le givre un comune francese situato nel dipartimento della vandea nel dipartimento dei paesi della loira nella regione dei paesi della loira,le givre un comune francese situato nella regione di pays de la loire nel dipartimento della vandea,87.2317,0.9928,0.3846,82.8,0,0
sarebbe uno spettacolo,e stato veramente uno spettacolo,75.0,0.5889,0.0682,39.8,0,0
ora questo è solo un esempio,ma e solo un esempio,70.8333,0.75,0.0909,42.7,0,0
nel 1887 la scuola si nella east lake di birmingham,la scuola si nel 1887,44.4012,0.7118,0.0899,33.5,0,0
la realtà è questa qui,la realta e questa,51.8056,0.1724,0.069,11.5,0,0
henrique hilrio meireles alves sampaio un calciatore portoghese che attualmente gioca come portiere per la squadra della premier league chelsea,henrique meireles alves un calciatore portoghese gioca per la squadra nazionale di chelsea e portogallo,67.1765,0.6277,0.1373,30.9,0,0
"il tunnel seikan un tunnel ferroviario di 53,85 k in giappone con una porzione lunga 23,3 k sotto il fondale marino","il tunnel seikan un tunnel ferroviario di 53, 85 km in giappone",37.937,0.2608,0.1031,7.3,0,0
come consigliere militare per l' esercito boliviano,come consigliere militare per l'esercito boliviano,13.3333,0.1064,0.1087,2.8,0,0
dopo 45 minuti arrivarono alla pista di pattinaggio,dopo 45 minuti arrivarono alla pista di pattinaggio,100.0,0.999,0.1978,100.0,0,0
bene questa può anche essere una buona idea,ma questa puo essere una buona idea,48.3333,0.4827,0.0667,24.4,0,0
ma ci sono problemi più profondi,il problema e piu profondo,42.7778,0.0,0.0,5.3,0,0
ma vediamo- lo nel dettaglio,ma vediamo nel dettaglio,75.5556,0.7653,0.092,35.2,0,0
poco dopo robinson e isum sono stati formalmente impegnati,poco dopo robinson e isum sono stati formalmente impegnati,54.0079,0.6917,0.129,44.6,0,0
ed un pò di tempo è passato,ma e passato del tempo,39.4444,0.2,0.0227,12.7,0,0
sarebbe solo un impressione superficiale,ma e solo un impressione superficiale,52.6984,0.4907,0.0449,30.2,0,0
la questione tuttavia è un altra,la questione e tuttavia complessa,59.0278,0.3758,0.0227,15.8,0,0
gli account con nomi utente non conformi sono spesso bloccati a tempo indeterminato indipendentemente dal loro comportamento di modifica,gli account con nomi utente non vengono bloccati a tempo indeterminato,34.3693,0.5174,0.1895,31.1,0,0
adobe illustrator il prodotto complementare di adobe photoshop,adobe illustrator un programma per computer proprietario realizzato da adobe pair e andrew w. adobe flash e,79.2302,0.5146,0.1748,34.6,0,0
questi insediamenti si trovano su creste di montagna a circa 20 chilometri dalla di abbottabad,questi villaggi si trovano su cresta di montagna a circa 20 chilometri dalla di abbottabad,45.087,0.7473,0.22,45.5,0,0
ringraziando- la per l attenzione le auguro un buon lavoro,vi ringrazio per l attenzione e vi auguro buon lavoro,56.0234,0.6169,0.1075,20.8,0,0
ma questo è vero solo in parte,tutto questo e vero solo in minima parte,55.2146,0.8648,0.1978,59.5,0,0
anche le vendite di alcol sono state vietate subito dopo la tempesta,anche le vendite di alcol sono state vietate subito dopo la tempesta,61.6195,0.9139,0.2292,73.5,0,0
plouvain un comune francese del dipartimento del pas de-calais nella regione del nord-pas de-calais,plouvain un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de nord - caland nel nord della,71.0553,0.749,0.4364,39.4,0,0
ma non è certo questa una sorpresa,non e una vera sorpresa,53.6706,0.3,0.0909,14.1,0,0
come altri membri della fascia di kuiper plutone composto principalmente da roccia e ghiaccio ed relativamente piccolo circa un quinto della massa della luna terrestre e un terzo del suo volume,come altri membri della fascia di kuiper plutone composto da roccia e ghiaccio ed un quinto quinto della massa terrestre,56.3331,0.6923,0.2286,41.5,0,0
chiunque lo faccia dovrebbe scusarsi con quelle famiglie e mostrare ai loro figli amore e risate,chiunque lo faccia dovrebbe scusarsi per mostrare amore e risate,29.5795,0.218,0.0632,7.5,0,0
li trova anche sul ns,la trova anche sul ns,58.5317,0.9146,0.0909,30.2,0,0
al codice civile dopo l articolo 12 è aggiunto il seguente art,dopo l articolo 12 del codice civile e aggiunto il seguente art,73.0014,0.9139,0.2737,73.5,0,0
la cosa più straordinaria è che è,la cosa assurda e che e vero,42.9167,0.3235,0.0667,12.6,0,0
propone infine di esprimere un parere favorevole,propone quindi di esprimere un parere favorevole,100.0,0.9985,0.1778,100.0,0,0
latilly un comune francese del dipartimento dell' aisne,latilly un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,70.3158,0.7871,0.419,57.6,0,0
conseguentemente dopo il comma 1 aggiungere il seguente 2,dopo il comma 1 e aggiunto il seguente 2,77.3611,0.8819,0.2174,59.7,0,0
questo è un dato certo,questo e un dato pubblico,25.1984,0.5111,0.0909,23.6,0,0
questa è una buona legge,e davvero una buona legge,38.8889,0.2,0.0227,12.7,0,0
all articolo 22 del testo unico il comma 2 è sostituito con il seguente 2,il comma 22 dell articolo 2 del testo unico e sostituito dal seguente 2,85.2715,0.9269,0.3093,78.3,0,0
ma è proprio la verità,ma e questa la verita,52.7778,0.5111,0.1364,23.6,0,0
le cose naturalmente stavano in ben altri termini,ma le cose stanno in altri termini,93.9153,0.9813,0.1333,80.9,0,0
i risultati sono molto interessanti,i risultati sono assolutamente straordinari,61.3095,0.4991,0.0682,32.6,0,0
la riunione si conclude alle ore 19.00,la riunione viene conclusa alle ore 14. 00,86.3889,0.8314,0.2174,58.7,0,0
ma che siamo matti,ma che siamo matti,44.6429,0.6389,0.069,35.4,0,0
ecco questo è un punto nodale,questo e un bel punto fermo,61.0714,0.8067,0.1573,53.7,0,0
e questo è un conto,e un conto semplice semplice,43.0556,0.375,0.0455,21.4,0,0
allora qual è la differenza,e allora qual e la differenza,53.4722,0.5011,0.0674,18.0,0,0
questo è il punto di fondo,questo e il vero punto di fondo,52.2222,0.6148,0.1111,26.3,0,0
e non lo avrebbe fatto,finora non l abbiamo fatto,34.7222,0.1695,0.0,10.4,0,0
il principe convolato a nozze con catherine il 29 aprile 2011,il principe sposo catherine il 29 aprile 2011,55.9686,0.706,0.1538,46.3,0,0
non è un problema,non e solo un problema economico,11.3095,0.5011,0.0674,18.0,0,0
non tutto il male viene per nuocere però,non tutti i mali vengono per nuocere,100.0,0.9985,0.1978,100.0,0,0
il comma 4 dell articolo 6 del testo unico e abrogato,il comma 4 dell articolo 6 del testo unico e abrogato,63.1118,0.9055,0.2737,80.7,0,0
d l articolo 147 è sostituito dal seguente art,l articolo 147 e sostituito dal seguente art,50.6944,0.605,0.0879,25.8,0,0
ma c è un altra cosa assolutamente straordinaria,un altra cosa e assolutamente straordinaria,59.4444,0.5773,0.0899,30.2,0,0
di cui si sente terribilmente la mancanza,gia si sente la sua mancanza,45.2778,0.1961,0.0225,9.7,0,0
la ringrazio in anticipo per le sue preziose risposte,la ringrazio in anticipo per le sue preziose risposte,63.0556,0.9347,0.1087,46.7,0,0
certo questa è una riforma importante,questa e una riforma importante,60.4167,0.5889,0.0682,39.8,0,0
e questo decisamente non è un bel vedere,non e un bel vedere,46.1869,0.7559,0.1136,37.0,0,0
il vei sta per indice di vulcanica registra quanto materiale vulcanico viene gettato fuori quanto alta l' eruzione va e quanto dura,il veile sta per essere messo su vulcanica,42.8788,0.0882,0.043,2.7,0,0
la risposta è semplice si,la mia risposta e si,31.1508,0.2,0.0455,12.7,0,0
beh è strano,e strano strano,61.1111,0.625,0.093,0.0,0,0
per ciascun componente deve essere previsto un membro supplente,per ciascun componente deve essere previsto un membro supplente,43.3333,0.7099,0.1075,14.9,0,0
ciò indubbiamente è sotto gli occhi di tutti,e sotto gli occhi di tutti,66.6667,0.5724,0.1124,46.1,0,0
ma il punto è proprio questo nulla di tutto ciò,il punto e proprio questo,34.8909,0.5515,0.1136,20.3,0,0
la macchina ottenuta gratuitamente dall' assicurazione auto della famiglia american family insurance l' ha registrata 23 volte la prima settimana,ha ottenuto una macchina gratuita dall'assicurazione auto della famiglia l'assicurazione della famiglia americana l'ha registrata 23 volte questa settimana,34.9241,0.3526,0.2222,13.0,0,0
tecnicamente il lavoro è abbastanza valido,il lavoro e abbastanza leggero,45.8333,0.4573,0.0682,21.4,0,0
non si poteva andare avanti così,non posso andare avanti cosi,27.0833,0.5111,0.0909,23.6,0,0
al comma 2 la parola definitivamente è soppressa,al comma 2 sopprimere la parola,34.3056,0.6205,0.0899,27.2,0,0
anche questo caso i montoni sgozzati si dibattano per cercare di liberar- si dell impedimento,anche questo caso i montoni sgozzati per cercare di liberar - si,42.0777,0.6205,0.2653,32.1,0,0
dante in prima linea nella cavalleria guelfa nella battaglia di campaldino,dante tratto dalla battaglia di campaldi nella battaglia di du magno,46.7163,0.3409,0.1053,15.0,0,0
la questione è indubbiamente complessa,la questione e estremamente complessa,44.6429,0.5111,0.0682,23.6,0,0
lover man era una canzone scritta appositamente per lei da jimmy davis roger   ram   ramirez e jimmy sherman anche se i suoi testi descrivono una donna che non ha mai conosciuto l' amore il suo tema una donna desiderosa di un amante scomparso e il suo ritornello   lover man oh dove puoi essere,lover man stato una canzone scritta da jimmy davis e jimmy sherman,53.9063,0.6453,0.1031,15.9,0,0
poi l’ uomo sul palco gridò possono venire sul palco ora gli amici per sempre per piacere ida diede loro una gomitata,poi l ’ uomo sul palco appare e gli amici per piacere loro qualcosa per piacere ida diede loro una gomitata,19.0774,0.6963,0.3208,38.8,0,0
ma c è nuovamente un grande pericolo,ma ci sono altri pericoli,43.0556,0.0,0.0,4.4,0,0
un problema però c è,ma c era un problema,59.7222,0.4573,0.0455,21.4,0,0
non è la prima volta che accade purtroppo,non e la prima volta che accade,46.9979,0.8512,0.1556,58.0,0,0
un saluto a tutti quote legenda icone add urls forum code check here to include your profile signature,un saluto sgtpepper icone add urls forum code check here to include your profile signature,49.8297,0.7141,0.2885,67.9,0,0
che non è un semplice modo di dire,non e un semplice modo di dire,50.6313,0.7311,0.0889,27.8,0,0
dobbiamo fare tutti un passo avanti,dobbiamo fare allora alcuni passi avanti,40.2778,0.5011,0.0674,18.0,0,0
ma intanto la speranza c è,ma la speranza c e,40.9722,0.2542,0.0455,11.5,0,0
almeno questa è la mia opinione,e solo la mia piccola opinione,43.9484,0.25,0.0225,18.0,0,0
non è uno spettacolo,non e un bello spettacolo,77.5132,0.6356,0.0909,35.0,0,0
questo è un colpo di genio,ma il finale e un vero colpo di genio,45.5556,0.6944,0.0652,19.1,0,0
come si fa ad andare avanti così,come si fa ad andare avanti cosi,48.0952,0.7212,0.0667,26.3,0,0
familly un comune francese situato nel dipartimento di calvados nella regione di basse-normandie,familly un comune francese situato nella regione basse - normandie nel dipartimento di calvados nel nord ovest della francia,68.3583,0.8831,0.419,73.3,0,0
per maggiori informazioni visitate la pagina,per maggiori informazioni visitare la pagina,17.1591,0.7014,0.0899,32.2,0,0
il costo dovrebbe essere circa 150 euro,il costo e di euro 150,65.0,0.4769,0.0674,14.6,0,0
l' addome tutto posteriore al torace se visto dall' alto la maggior parte dei coleotteri sembrano avere tre sezioni chiare ma questo ingannevole sulla superficie superiore del coleottero la sezione centrale   una piastra dura chiamata pronotum che solo la parte anteriore del torace la parte posteriore del torace nascosta dalle ali del coleottero,l'addome molto sottile rispetto al coleottero,45.3018,0.0952,0.0426,4.2,0,0
casablanca una nel marocco occidentale situata sull' oceano atlantico la capitale della regione della grande casablanca,casablanca una in marocco,54.1667,0.124,0.0674,2.2,0,0
poi si sa com è andata,sappiamo poi come e andata,55.9722,0.3,0.0682,14.1,0,0
non posso dunque dir- vi di più,non possiamo dire di piu,77.1429,0.7938,0.1364,66.9,0,0
i tronchi lincoln sono un giocattolo costituito da tronchi in miniatura annodati di circa 3/4 pollici di diametro analogo ai tronchi reali utilizzati in una cabina di tronchi i tronchi lincoln hanno tacche nelle loro in modo che possano essere costruiti piccoli edifici di tronchi modello,"i tronchi lincoln sono tronchi di tronchi di circa 3, 4 pollici",36.373,0.1339,0.0,4.1,0,0
la lavorazione degli alimenti in genere richiede colture pulite raccolte o prodotti animali macellati e macellati e li utilizza per produrre prodotti alimentari attraenti commerciabili e spesso a lunga conservazione,la lavorazione degli alimenti in genere richiede colture pulite o grandi rese animali e grandi lo utilizzano per produrre prodotti animali domestici,29.2515,0.3758,0.1143,15.9,0,0
in attesa di una risposta le porgo i miei distinti saluti,in attesa di risposta le porgo i miei saluti,48.7855,0.7868,0.172,39.9,0,0
la tempesta ha seguito verso nord davanti allo stesso sistema frontale che ha assorbito tropical storm odette e la combinazione di forti venti di livello superiore e temperature dell' acqua fresche ha rapidamente indebolito la tempesta,la tempesta ha poi iniziato a muoversi verso nord con un'onda tropicale odette e temperature superiori a 40 c'la tempesta si rapidamente indeboli,37.9008,0.2775,0.0545,6.0,0,0
la battaglia della foresta di teutoburgo ebbe luogo nel 9 d.c. quando un' alleanza di germaniche guidate da arminio figlio di segimer dei cherusci agguato e distrutto tre legioni romane guidate da publio quinctilio varo,la battaglia della foresta di teutoburgo ebbe luogo nel 9 a. c. quando un'alleanza di franchi vichter contro l ',26.7804,0.0,0.0,0.9,0,0
c è un rapporto di 1 a 5,il rapporto sara di 1 a 5,71.4646,0.8413,0.1333,48.9,0,0
si ritiene che la battaglia tra varaha e hiranyaksha sia durata per mille anni che il primo alla fine vinse varaha la terra fuori dall' oceano tra le sue zanne e la al suo posto nell' universo,varaha la battaglia tra le due zanne nel cielo tra le sue due zanche il primo alla fine del cielo,35.33,0.1856,0.0377,3.8,0,0
