Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
Ci sarà una inversione di tendenza ?,è indispensabile una inversione di tendenza,56.0317,0.5435,0.5,30.2,è indispensabile una inversione di tendenza,56.0317,0.5435,0.5,30.2
"Siamo i primi al mondo , insomma",Ma è anche la prima al mondo.,29.4048,0.4749,0.2222,20.6,Ma è anche la prima al mondo.,29.4048,0.4749,0.2222,20.6
"Ma questa , comunque , è un' altra storia .",Ma questa è davvero un'altra storia,53.3333,0.0833,0.0,8.1,Ma questa è davvero un'altra storia,53.3333,0.0833,0.0,8.1
Compensa interamente le spese di giudizio,Le spese del giudizio sono compensate.,62.7249,0.6148,0.4444,26.3,Le spese del giudizio sono compensate.,62.7249,0.6148,0.4444,26.3
E già questo sarebbe un notevole risultato .,Questo è un grande risultato,77.7778,0.75,0.3333,42.7,Questo è un grande risultato,77.7778,0.75,0.3333,42.7
"Ma non è questo il punto , evidentemente .",Ma il punto non è quello,70.6115,0.83,0.75,76.0,Ma il punto non è quello,70.6115,0.83,0.75,76.0
Rinvia pertanto il seguito dell' esame congiunto,Rinvia il seguito dell'esame.,43.0556,0.5515,1.0,35.0,Rinvia il seguito dell'esame.,43.0556,0.5515,1.0,35.0
La ringrazio anticipatemente per la risposta,La ringrazio per la gentile risposta.,80.4167,0.8413,0.6,48.9,La ringrazio per la gentile risposta.,80.4167,0.8413,0.6,48.9
Anche questa è una ipotesi,Ma è solo una ipotesi.,41.1706,0.4574,0.0,16.3,Ma è solo un'ipotesi.,34.1865,0.1471,0.0,8.5
""" La cosa è molto semplice",La cosa è molto semplice.,70.754,0.8535,0.5714,51.2,La cosa è molto semplice.,70.754,0.8535,0.5714,51.2
Ma c' è un problema più serio .,Ma il problema è molto serio,58.7302,0.5435,0.2222,15.2,Ma il problema è molto serio,58.7302,0.5435,0.2222,15.2
"Questo sì , è un vero peccato ..",Questo è un vero peccato.,31.25,0.4046,0.0,13.8,Questo è un vero peccato.,31.25,0.4046,0.0,13.8
"Non è l' unico problema , inoltre",E non è certo l'unico problema.,37.2817,0.6127,0.6667,30.7,E non è certo l'unico problema.,37.2817,0.6127,0.6667,30.7
"Sostituire il comma 10 , con il seguente : 10",il comma 4 è sostituito dal seguente : « 4.,98.3333,0.9996,1.0,100.0,il comma 4 è sostituito dal seguente : « 4.,98.3333,0.9996,1.0,100.0
Il giudizio è pertanto nettamente positivo,Il mio giudizio è estremamente positivo.,54.2593,0.5314,0.0,16.5,Il mio giudizio è estremamente positivo.,54.2593,0.5314,0.0,16.5
"La seduta , straordinaria ed urgente , comincerà alle 17,30","* La seduta comincia alle 18, 30.",82.6984,0.8179,0.6,46.7,"La seduta comincia alle 10, 30.",77.5553,0.6817,0.6,36.6
Articolo 27 Documenti di identità Gli Stati contraenti rilasceranno i documenti d' identità ad ogni rifugiato che si trovi sul loro territorio e che non possieda un valido documento di viaggio,Articolo 27 Documenti di identità Gli Stati contraenti rilasceranno dei documenti di identità a tutti i rifugiati che si trovano sul loro territorio e che non possiedono un documento di viaggio valido.,95.6242,0.9733,1.0,93.0,Articolo 27 Documenti di identità Gli Stati contraenti rilasceranno dei documenti di identità a tutti i rifugiati che si trovano sul loro territorio e che non possiedono un documento di viaggio valido.,95.6242,0.9733,1.0,93.0
Non sarebbe mica colpa sua,Non è mica una colpa.,56.713,0.526,0.0,19.3,Non è mica una colpa.,56.713,0.526,0.0,19.3
Questo non è un caso .,Forse non era un caso,30.754,0.5111,0.2857,23.6,E non era certo un caso,38.254,0.7353,0.5,23.0
Non è questo il loro compito .,Non è il loro compito,100.0,0.996,1.0,66.9,Non è il loro compito,100.0,0.996,1.0,66.9
""" Questa è una brutta storia "" .",""" è una storia vera",55.2778,0.5889,0.4,39.8,""" è una storia vera",55.2778,0.5889,0.4,39.8
Vi faccio solo un esempio .,vi faccio un esempio,41.5675,0.3827,0.2857,24.9,vi faccio un esempio,41.5675,0.3827,0.2857,24.9
"Propongono , infine , di esprimere un parere non ostativo sui restanti emendamenti",Propone di esprimere parere non ostativo sui restanti emendamenti.,52.4809,0.8881,0.7059,21.5,Propone di esprimere parere non ostativo sui restanti emendamenti.,52.4809,0.8881,0.7059,21.5
Poi si accese un' altra sigaretta,Si accende un'altra sigaretta.,43.3532,0.3758,0.75,19.4,Si accende un'altra sigaretta.,43.3532,0.3758,0.75,19.4
"Ebbene , il più grande problema è un altro .",Ma il problema centrale è un altro,68.75,0.6914,0.4,30.7,Ma il problema centrale è un altro,68.75,0.6914,0.4,30.7
Fossero questi i veri problemi .,Sono questi dunque i problemi,58.3333,0.0,0.0,2.9,Sono questi i problemi principali,50.0,0.0,0.0,2.9
"Da allora a oggi , però , molte cose sono cambiate .",Oggi sono cambiate molte cose,55.463,0.4331,0.2222,19.4,Oggi sono cambiate molte cose,55.463,0.4331,0.2222,19.4
Si passa all' esame degli emendamenti relativi all' articolo 2 .,Passa quindi all'esame dell'articolo 2 e dei relativi emendamenti,67.1916,0.5491,1.0,41.1,Passa quindi all'esame dell'articolo 2 e dei relativi emendamenti,67.1916,0.5491,1.0,41.1
"Nell' attesa di una vostra risposta , vi ringrazio anticipatamente",in attesa di risposta ringrazio anticipatamente.,75.8929,0.8036,0.8889,27.8,"In attesa di una vostra gentile risposta, ringrazio.",64.2677,0.9477,0.5455,38.0
"Servite subito , guarnendo con spicchi di limone",Guarnire con spicchi di limone e servire.,59.1288,0.574,0.4286,29.8,Guarnire con spicchi di limone e servire.,59.1288,0.574,0.4286,29.8
Sono due cose assolutamente diverse,"Sono due cose diverse "".",35.1389,0.625,0.5714,32.5,"Sono due cose diverse "".",35.1389,0.625,0.5714,32.5
""" Questa è una bellissima storia .",""" è una lunga storia",65.4762,0.5111,0.0,23.6,Questa è una storia vera,54.3651,0.5111,0.0,23.6
Uno era morto sul colpo,è morto praticamente sul colpo.,80.873,0.6615,0.5714,50.8,è morto praticamente sul colpo.,80.873,0.6615,0.5714,50.8
"La risposta , ovviamente , è individuale .",« La risposta è ovvia,86.1111,0.7938,0.8,39.8,« La risposta è ovvia,86.1111,0.7938,0.8,39.8
Tali argomenti non possono essere condivisi,Questo argomento non può essere condiviso.,100.0,0.9985,1.0,100.0,Questo argomento non può essere condiviso.,100.0,0.9985,1.0,100.0
Contratto a tempo indeterminato e pieno,contratto a tempo indeterminato.,88.8889,0.8441,0.8571,81.9,contratto a tempo indeterminato.,88.8889,0.8441,0.8571,81.9
"Naturalmente , la risposta è no",la risposta è ovviamente no.,73.6111,0.8067,0.3333,23.0,La risposta è ovviamente NO.,73.6111,0.8067,0.3333,32.5
"Ma allora , come andarono le cose ?",Ma come sono andate veramente le cose,82.6389,0.8413,0.6667,48.9,Ma come sono andate veramente le cose,82.6389,0.8413,0.6667,48.9
« Ma il problema non è questo,« Questo proprio non è un mio problema.,34.0278,0.5167,0.0,11.3,Ma non è qui il problema.,33.75,0.5314,0.0,15.6
"Oggi però , le cose sono cambiate",Adesso le cose sono cambiate.,63.1944,0.6615,0.5,50.8,Adesso le cose sono cambiate.,63.1944,0.6615,0.5,50.8
Questo ne è solo un esempio,Questo è un grande esempio.,30.0198,0.526,0.0,19.3,Questo è un grande esempio.,30.0198,0.526,0.0,19.3
"E che diamine , c' è un limite a tutto !",A tutto c'è un limite!,37.1949,0.9845,1.0,18.0,A tutto c'è un limite!,37.1949,0.9845,1.0,18.0
"E la notizia , ovviamente , ha fatto il giro del mondo .",E subito la notizia ha fatto il giro del mondo,81.4542,0.9747,0.875,63.9,E subito la notizia ha fatto il giro del mondo,81.4542,0.9747,0.875,63.9
In realtà le cose sono ben diverse .,Ma la realtà delle cose era ben diversa,70.4113,0.4688,0.3333,12.2,Ma la realtà delle cose era ben diversa,70.4113,0.4688,0.3333,12.2
Sappiamo tutti come andò a finire .,Vogliamo sapere come andrà a finire,90.2778,0.83,0.8,76.0,Poi sappiamo come va a finire,65.4762,0.4259,0.2,18.0
"Posto ai voti , l' articolo 5 , è approvato",Posto ai voti è approvato l'articolo 7.,70.009,0.6009,0.8333,47.8,Posto ai voti è approvato l'articolo 7.,70.009,0.6009,0.8333,47.8
Ed è una novità non da poco .,Non è una novità assoluta,62.2222,0.75,0.3333,42.7,Non è una novità assoluta,62.2222,0.75,0.3333,42.7
"Il sito , ovviamente , è in inglese",Anche questo sito è in inglese.,58.1481,0.6914,0.25,30.7,Il sito è anche in inglese e francese.,72.5,0.7812,0.4,23.4
All' articolo 4 aggiungere il seguente : Art,Dopo l'articolo 24 aggiungere il seguente : « Art,44.3981,0.4733,0.7143,18.9,Dopo l'articolo 24 aggiungere il seguente : « Art,44.3981,0.4733,0.7143,18.9
""" è vero l' opposto .",è vero esattamente l'opposto,67.9167,0.5077,1.0,24.9,è vero esattamente l'opposto,67.9167,0.5077,1.0,24.9
Questo è davvero un problema .,Caro mio questo è un problema,69.0476,0.7353,0.2857,18.0,Caro mio questo è un problema,69.0476,0.7353,0.2857,18.0
« è esattamente vero il contrario .,è vero proprio il contrario,69.4444,0.75,0.3333,23.6,è vero proprio il contrario,69.4444,0.75,0.3333,23.6
Come saldare un patto tra comunità umane se l' Europa rifiuta di riconoscer- si,Come saldare un patto fra le comunità se l'Europa rifiuta di riconoscer - si?,42.1118,0.7011,0.8889,46.0,Come saldare un patto fra le comunità se l'Europa rifiuta di riconoscer - si?,42.1118,0.7011,0.8889,46.0
Ma le sorprese visive non finiscono certo qui .,Ma le sorprese non finirono,54.1667,0.5889,0.5,21.4,Ma le sorprese non finirono,54.1667,0.5889,0.5,21.4
"Dov' è il problema , allora ?",Ma allora il problema dov'è,62.0833,0.9654,0.5714,39.8,Ma allora il problema dov'è,62.0833,0.9654,0.5714,39.8
E questo non è l' unico problema,E non è l'unico problema.,52.1296,0.5563,0.6667,27.2,Ma il problema non è questo ».,40.2778,0.3546,0.0,13.1
"Le relative deliberazioni sono adottate , a maggioranza dei presenti",Le deliberazioni vengono adottate a maggioranza dei presenti.,50.873,0.7868,0.5333,30.3,Le deliberazioni vengono adottate a maggioranza dei presenti.,50.873,0.7868,0.5333,30.3
Non è peraltro una novità .,Non era certo una novità,57.8373,0.5111,0.2857,23.6,Ma non è una novità,80.5556,0.7938,0.6667,39.8
"La Commissione prosegue l' esame del provvedimento , rinviato da ultimo nella seduta del 9 novembre 1999 .",La Commissione prosegue l'esame del provvedimento rinviato nella seduta del 7 novembre 2002,47.4565,0.5481,0.6923,36.9,La Commissione prosegue l'esame del provvedimento rinviato nella seduta del 7 novembre 2002,47.4565,0.5481,0.6923,36.9
Ma il problema è tutt' altro che semplice .,Ma il problema è un altro,66.9841,0.8535,0.6667,51.2,Ma il problema è un altro,66.9841,0.8535,0.6667,51.2
E questo è un suo diritto .,è un suo sacrosanto diritto,47.6389,0.75,0.3333,42.7,è un suo sacrosanto diritto,47.6389,0.75,0.3333,42.7
Non si può più stare a guardare .,Non può dunque stare a guardare,65.7407,0.625,0.4,32.5,Non può dunque stare a guardare,65.7407,0.625,0.4,32.5
Anche questa è un' altra storia,ma questa è un altra storia.,49.7685,0.5646,0.5,26.3,ma questa è un altra storia.,49.7685,0.5646,0.5,26.3
Ma questi non sono i veri problemi .,Non sono questi dunque i problemi,49.6032,0.0641,0.0,2.9,Ma i problemi non sono questi,54.1667,0.1282,0.0,6.9
Questo sarebbe un fatto estremamente negativo,Questo è un fatto estremamente positivo.,60.1521,0.7311,0.2857,27.8,Questo è un fatto estremamente positivo.,60.1521,0.7311,0.2857,27.8
Questa è una buona cosa,Ma è un'altra cosa.,53.8889,0.1744,0.5,7.7,Ed è una buona cosa.,23.8095,0.1724,0.0,7.7
Cosa può essere successo ,Cosa poteva essere successo dunque?,50.0,0.0,0.0,4.1,Cosa poteva essere successo dunque?,50.0,0.0,0.0,4.1
Questo è il punto ! ! ! !,il punto è proprio questo!,97.2222,0.9977,1.0,100.0,il punto è proprio questo!,97.2222,0.9977,1.0,100.0
Ovviamente non so assolutamente il perché,Non so neanche il perché.,75.6944,0.8067,0.5,32.5,Non so neanche il perché.,75.6944,0.8067,0.5,32.5
) questo è un altro discorso ..,Ma questo è un altro discorso.,62.5,0.9813,0.8571,61.5,Ma questo è un altro discorso.,62.5,0.9813,0.8571,61.5
"Altrimenti ci saranno conseguenze """,E ci saranno le conseguenze.,48.5119,0.1724,0.0,6.5,E ci saranno le conseguenze.,48.5119,0.1724,0.0,6.5
"Negli ultimi anni , però , le cose sono cambiate",Molte cose sono cambiate negli ultimi anni.,44.632,0.5575,0.3333,23.4,Molte cose sono cambiate negli ultimi anni.,44.632,0.5575,0.3333,23.4
E questo è un problema per tutti,Questo è un problema enorme.,40.6944,0.4574,0.25,15.2,Questo è un problema enorme.,40.6944,0.4574,0.25,15.2
Per me è stata dunque un' esperienza positiva .,Per me è stata una grande esperienza,60.9686,0.6127,0.4,43.5,Per me è stata una grande esperienza,60.9686,0.6127,0.4,43.5
Invece le cose sono andate diversamente »,Invece le cose andarono diversamente.,46.5278,0.4259,0.25,18.0,Invece le cose andarono diversamente.,46.5278,0.4259,0.25,18.0
Ma le applicazioni di ciò sono innumerevoli .,Ma le applicazioni sono infinite,51.3889,0.3758,0.2,15.8,Ma le applicazioni sono infinite,51.3889,0.3758,0.2,15.8
"Il punto , infatti , era proprio questo",Il punto vero è proprio questo.,70.3373,0.7311,0.2857,15.6,Il punto vero è proprio questo.,70.3373,0.7311,0.2857,15.6
Anche questo era un buon segno,è davvero un buon segno.,80.5556,0.8067,0.6667,53.7,è davvero un buon segno.,80.5556,0.8067,0.6667,53.7
"Chiedo , infine , la verifica del numero legale .",Chiede la verifica del numero legale,63.8258,0.7217,0.7273,64.3,Chiede la verifica del numero legale,63.8258,0.7217,0.7273,64.3
"Sussistono , tuttavia , motivi , per compensare tra le parti le spese di giudizio",Sussistono comunque giusti motivi per compensare le spese di giudizio fra le parti.,91.1376,0.9813,0.8182,77.4,Sussistono comunque giusti motivi per compensare le spese di giudizio fra le parti.,91.1376,0.9813,0.8182,77.4
ma questa è un' opinione personale .,Ma è un'opinione personale,52.0833,0.2041,0.3333,14.8,Ma è un'opinione personale,52.0833,0.2041,0.3333,14.8
Ma è vero anche il contrario,è vero tutto il contrario.,100.0,0.9977,1.0,76.0,è vero tutto il contrario.,100.0,0.9977,1.0,76.0
"Non tutti i mali , insomma , vengono per nuocere",Allora non tutto il male viene per nuocere.,94.8413,0.888,0.8571,86.3,Non tutto il male verrà per nuocere.,83.2168,0.7773,0.6154,30.5
"Ecco , è questo il punto decisivo .",Questo è il punto decisivo,42.1717,0.4642,0.3333,15.8,Ecco questo è l'unico punto interrogativo,48.9286,0.2899,0.0,9.7
"Prima di tutto , è un problema etico",Prima di tutto è un problema di business.,100.0,0.9993,1.0,100.0,Prima di tutto è un problema di business.,100.0,0.9993,1.0,100.0
"Si sa come vanno queste cose , purtroppo .",Si sa come vanno poi queste cose,51.1111,0.6148,0.3636,26.3,Si sa come vanno poi queste cose,51.1111,0.6148,0.3636,26.3
"Oggi , le cose sono cambiate .",Oggi sono cambiate molte cose,32.2222,0.5111,0.25,23.6,Oggi sono cambiate molte cose,32.2222,0.5111,0.25,23.6
Ma la questione è un' altra,La questione è dunque tutt'altra.,53.9683,0.3628,0.4444,7.7,La questione è dunque tutt'altra.,53.9683,0.3628,0.4444,7.7
Che non è una questione secondaria,È una questione non secondaria.,51.8519,0.5391,0.0,9.0,È una questione non secondaria.,51.8519,0.5391,0.0,9.0
E quelle hanno un prezzo .,E poi ha un prezzo,73.8889,0.5889,0.5,39.8,E poi ha un prezzo,73.8889,0.5889,0.5,39.8
Articolo 17 Gli Stati membri sono destinatari della presente direttiva,Articolo 32 Gli Stati membri sono gli unici destinatari della direttiva.,100.0,0.9997,1.0,100.0,Articolo 32 Gli Stati membri sono gli unici destinatari della direttiva.,100.0,0.9997,1.0,100.0
"Però , un fatto è certo",Un fatto però è certo.,100.0,0.9977,1.0,100.0,Un fatto però è certo.,100.0,0.9977,1.0,100.0
"L' esposizione è chiara , lineare e molto tradizionale .",L'esposizione è chiara e lineare,38.0787,0.1695,0.2857,12.7,L'esposizione è chiara e lineare,38.0787,0.1695,0.2857,12.7
"Dichiara , pertanto , il proprio voto favorevole","Dichiara, infine il proprio voto favorevole.",95.8333,0.999,1.0,100.0,"Dichiara, infine il proprio voto favorevole.",95.8333,0.999,1.0,100.0
Questo si è un successo .,È stato certamente un successo,73.6111,0.75,0.3333,23.6,E questo è stato un nostro successo,60.6614,0.607,0.0,15.6
E poi dove sarebbe la novità ?,"Dove sono le novità, allora",48.6111,0.0725,0.0,8.1,Dov'è la performance sensazionale e la novità,66.6667,0.7812,0.4444,13.1
Fortunatamente tutto è andato bene .,Tutto è andato molto bene,100.0,0.996,1.0,100.0,Tutto è andato molto bene,100.0,0.996,1.0,100.0
Ma la sua strada era un' altra .,L'altra strada è più stretta,47.381,0.0735,0.2222,8.7,L'altra strada è più stretta,47.381,0.0735,0.2222,8.7
La risposta è : evidentemente no,La risposta più semplice è no.,70.1058,0.6148,0.25,18.6,La risposta più semplice è no.,70.1058,0.6148,0.25,18.6
Il giudizio della commissione è estremamente positivo,Il giudizio della commissione è estremamente positivo.,48.6111,0.6817,0.4,25.8,Il giudizio della commissione è estremamente positivo.,48.6111,0.6817,0.4,25.8
"« Sì , ma il problema è un altro .",Il problema ora è un altro,46.8254,0.8067,0.5,32.5,Ma il problema è tuttavia un altro,43.2702,0.7934,0.4444,30.7
"La situazione non migliora , anzi .",Purtroppo la situazione non migliora,66.6667,0.7938,0.75,66.9,Purtroppo la situazione non migliora,66.6667,0.7938,0.75,66.9
"Ma c' è un altro problema , ancor più grave .",Qui c'è un altro problema,34.4841,0.8552,0.75,32.6,Infine c'è un altro problema assai grave,33.4821,0.8314,0.6,24.4
Continueremo a far- lo insieme .,Dobbiamo continuare a far - lo,45.9921,0.5011,0.75,18.0,Dobbiamo continuare a far - lo,45.9921,0.5011,0.75,18.0
E ci sono due motivi .,I motivi possono essere due,64.9074,0.4331,0.2222,10.4,I motivi possono essere due,64.9074,0.4331,0.2222,10.4
"In caso di persistente parità , si procederà al sorteggio",In caso di ulteriore parità si procederà a sorteggio.,66.4179,0.8951,0.75,70.7,In caso di ulteriore parità si procederà a sorteggio.,66.4179,0.8951,0.75,70.7
Ora il punto è proprio questo .,Ed è proprio qui il punto,60.1852,0.526,0.0,19.3,Ed è proprio qui il punto,60.1852,0.526,0.0,19.3
"Per il resto si vedrà ""","Per il resto, vedremo.",69.3651,0.7433,1.0,34.3,"Per il resto, vedremo.",69.3651,0.7433,1.0,34.3
