Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
la great barrier reef world heritage area è stata divisa in 70 bioregioni di cui 30 sono bioregioni di barriera corallina e 40 sono bioregioni non reef,il totale delle bioregioni reef e stato diviso in 70regioni di cui 40 in africa,27.7051,0.1515,0.0,3.7,0,0
alla pubblica udienza del 10 luglio 2001 il ricorso è stato trattenuto in decisione,alla pubblica udienza del 10 luglio 2001 il ricorso veniva trattenuto per la decisione,61.735,0.8312,0.64,54.5,0,0
ma non è tutto rose e fiori naturalmente,non sono tutte rose e fiori naturalmente,83.6508,0.9883,0.8333,84.1,0,0
guardò in alto il cielo e la sua famiglia che stava in piedi intorno a lei,guardo in alto il cielo e la sua famiglia stava in piedi intorno a lei,28.4788,0.8792,0.8276,74.9,0,0
alcune poesie sono state pubblicate in antologie,alcune poesie sono pubblicate in alcune antologie,75.1389,0.7577,0.7692,70.1,0,0
infatti il primo motivo del ricorso è manifestamente infondato,il primo motivo di ricorso e infondato,56.746,0.7454,0.6667,55.8,0,0
articoli su the walt disney company e argomenti correlati per articoli relativi a walt disney stesso vedere,walt disney company e una societa di animazione americana che produce videogiochi e film,41.8346,0.2823,0.1481,10.4,0,0
la rivière saint-sauveur è un comune francese del dipartimento di calvados nella regione di basse-normandie,la riviere saint - sauveur e un comune francese situato nella regione di basse - normandie nel dipartimento di calvados nel nord ovest della francia,51.3044,0.7779,0.7442,51.0,0,0
il problema principale nella percezione visiva è che ciò che la gente vede non è semplicemente una traduzione di stimoli retinici,il problema principale nella percezione visiva e che cio che la gente vede non e semplicemente una traduzione di stimolo,32.2665,0.6545,0.5789,44.2,0,0
i giudici hanno una durata di nove anni e possono essere rieletti per un massimo di due ulteriori mandati,i giudici hanno una durata di nove anni e possono essere rieletti per un massimo di due volte,53.9583,0.852,0.5714,41.2,0,0
la mozione viene approvata all unanimità,tale mozione viene approvata all unanimita,65.6614,0.83,0.8,76.0,0,0
certo è una scommessa,la loro e quasi una scommessa,48.3333,0.1961,0.0,9.7,0,0
abbiamo dimostrato che questo è possibile,abbiamo dimostrato che e possibile,57.1296,0.75,0.5714,42.7,0,0
ne è valsa abbastanza la pena,deve valer - ne veramente la pena,81.2169,0.7934,1.0,43.5,0,0
all' età di 16 anni 1971 roberto maroni milita in un gruppo marxista leninista di varese,all'eta di 16 anni roberto maroni e un gruppo di operai marxista di varese,18.3628,0.4714,0.2963,16.1,0,0
i convenuti si sono costituiti in giudizio,i convenuti si sono costituiti in giudizio,48.6111,0.6914,0.5,30.7,0,0
sia le larve del coleottero orologio morte e il comune coleottero mobili tunnel attraverso il legno e la carta se è vicino al legno,alcune larve del coleottero sono morte quando qualcuno non puo attraversare il legno,33.436,0.1929,0.1622,5.2,0,0
ha assegnato i quintili dal più basso al più alto come quinto inferiore medio inferiore medio medio superiore e quinto superiore,ha dato i sterlings dal piu basso al piu alto della media,22.8864,0.2103,0.0588,3.4,0,0
la mesosfera si trova a circa 50 85 chilometri sopra la terra,la mesosfera si trova a circa 50 85 chilometri sopra la terra,43.6615,0.3058,0.2143,7.6,0,0
l' architettura cloud si estende al client dove i browser web e o le applicazioni software accedono alle applicazioni cloud,l'architettura del computer si estende al client dove i browser web possono usarlo,25.8897,0.2677,0.2941,11.5,0,0
i maschi sono un terzo più grandi delle femmine,i maschi sono un terzo piu grandi delle femmine,33.4614,0.6543,0.5,29.8,0,0
ma non è questo il punto naturalmente,ma non e il punto,49.213,0.75,0.5714,30.2,0,0
richard starkey jr. mbe meglio conosciuto con il suo nome d' arte ringo starr è un musicista inglese cantautore e attore che ha guadagnato fama mondiale come batterista per il gruppo rock the beatles,richard joney jr. e un musicista e attore inglese e meglio conosciuto per le sue canzoni per il gruppo rock the beatles,38.6823,0.3713,0.2308,10.3,0,0
la velocità effettiva alla quale la luce si propaga attraverso materiali trasparenti come il vetro o l aria è inferiore a c il rapporto tra c e la velocità v alla quale la luce viaggia in un materiale è chiamato l indice di rifrazione n del materiale,c'e una velocita alla quale la luce viene propagata attraverso materiali trasparenti ad esempio vetro o aria,28.5793,0.0738,0.0,1.5,0,0
warner è stato anche nominato mvp nfl per la seconda volta in tre stagioni dando ai rams il loro terzo vincitore in altrettanti anni,e stato anche nominato al rams nfl per la seconda volta in tre stagioni,45.5985,0.5133,0.3333,28.9,0,0
cosa vuol dire in pratica tutto ciò,cosa vuol dire in pratica,100.0,0.996,1.0,100.0,0,0
con ie7 internet explorer è stato disaccoppiato da windows shell a differenza delle versioni precedenti il controllo di internet explorer activex non è ospitato nel processo di windows explorer ma piuttosto viene eseguito in un processo separato di internet explorer,internet explorer e un programma per computer che puo essere utilizzato in internet explorer,58.7214,0.2457,0.0909,6.3,0,0
carattere è un cane temerario energico allegro coccolone emotivo e molto intelligente,carattere e un cane vispo coccolone e molto intelligente,72.3106,0.8819,0.8,75.1,0,0
questa è un opinione personale,ma e un opinione personale,41.5873,0.75,0.5714,42.7,0,0
il 9 ° secolo è il periodo da 801 a 900 in conformità con il calendario giuliano nell' era cristiana comune,il 9 ° secolo e il secolo da 801 a 900,36.6888,0.4472,0.1053,9.0,0,0
pertanto gli intervalli di confidenza come discusso di seguito non sono statistiche solide anche se è possibile apportare modifiche per aggiungere robustezza,pertanto gli intervallo di confidenza come discusso in precedenza non sono utilizzati per aggiungere modifiche alle corse,23.1977,0.4701,0.3243,16.3,0,0
"la composizione razziale della contea era del 63,07 bianca del 33,38 nera o afroamericana dello 0,67 dei nativi americani dell 1,41 asiatica dello 0,03 isolana del pacifico dello 0,40 di altre razze e dell 1,04 di due o più razze","il 63, 29 erano bianchi il 33, 38 dei nativi americani l'1, 29 dei nativo americani lo 0, 43 di altre razze e l 1, 04 di due o piu razze",20.7869,0.0305,0.0435,1.0,0,0
audruicq è un comune francese situato nel dipartimento di pas de-calais,audruicq e un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de nord della francia,46.2719,0.7089,0.8205,38.7,0,0
licques è un comune francese del dipartimento del pas de-calais nella regione del nord-pas de-calais,licques e un comune francese situato nella regione nord - pas de - calais nel dipartimento situato nella parte nord della francia,48.9387,0.5951,0.6667,30.7,0,0
la risposta è proprio questa,la risposta e questa,18.6508,0.3827,0.3333,24.9,0,0
l' olmo o proteo è un anfibio cieco endemico alle acque sotterranee delle grotte del carsico dinarico dell' europa meridionale vive nelle acque che scorrono sottoterra attraverso questa vasta regione calcarea comprese le acque del bacino del fiume soa vicino a trieste in italia attraverso la slovenia meridionale la croazia sudoccidentale e l' erzegovina,l'olm e un anfibio visto dalle acque sotterranee delle grotte del fiume soa vicino a trieste in italia,33.2788,0.2496,0.2143,7.6,0,0
vorrei porre innanzitutto una domanda,volevo por - le una domanda,66.9841,0.526,0.2222,19.3,0,0
rutaceae comunemente noto come la rue o la famiglia degli agrumi è una famiglia di piante di solito posto nell' ordine sapindales,rutaceae e una famiglia di piante di solito vivono nell'ordine sapindales,30.2927,0.3178,0.375,9.2,0,0
quei manufatti recuperati includevano antiche punte di freccia e sono ora in mostra al museo di storia di rhinebeck,i reperti trovati includevano le punte di una freccia che era in mostra al museo di storia di rhinebeck,24.2816,0.2035,0.1176,6.6,0,0
roger anita e i loro parenti canini stanno facendo i bagagli per il grande trasloco nella piantagione dalmata una casa nel paese con un sacco di spazio per i 101 cuccioli e lontano dalle grinfie di crudelia de vil,roger anita e i loro parenti canini stanno facendo i valigie per il grande trasloco in piantagione una casa nel paese con un sacco di spazio per i 101 cuccioli e lontano dalle grinfie di crudelia de vila,41.382,0.587,0.557,50.7,0,0
si posso dire che sia stato proprio un caso,si puo dire che puo essere solo un caso,59.0278,0.4056,0.1667,10.6,0,0
questo è stato in gran parte interpretato come una richiesta di uno stato musulmano separato il pakistan,questo e in gran parte interpretato come una richiesta di uno stato musulmano separato il pakistan,47.7844,0.4602,0.303,27.6,0,0
non sarebbe una bella prospettiva,non e una bella prospettiva,72.2222,0.7559,0.5,37.0,0,0
certa di una risposta porgo cordiali saluti,sicuro di una vostra risposta porgo cordiali saluti,66.6667,0.7361,0.5714,41.1,0,0
e poi le novità ci sono,e poi le novita ci sono,43.0556,0.4259,0.2,18.0,0,0
il massacro di maraghar è stato il 10 aprile 1992 l' uccisione di etnia armena popolazione civile del villaggio di maraghar da parte delle truppe azere durante la guerra del nagorno-karabakh,il massacro di maraghar e stato il 10 aprile 1992 quando la popolazione armena ha ucciso 11. 000 persone durante la guerra del nagorno - karabakh,57.7964,0.7782,0.5789,26.1,0,0
la questione però è abbastanza controversa,la questione e certamente controversa,59.0278,0.5111,0.2857,23.6,0,0
comunque la discussione è aperta,per intanto la discussione e aperta,46.3095,0.8067,0.6667,53.7,0,0
si trova nel sud est del paese al confine con il pakistan e l' afghanistan e la sua capitale è zahedan,la capitale del paese e zahedan,23.4781,0.1515,0.0,3.6,0,0
poi alla fine il signor rossi portò via la sua cagna senza scusarsi,poi il signor rossi porto via la sua cagna senza scusarsi,16.3377,0.5335,0.4167,24.4,0,0
sul lato anteriore della testa ci sono la mascella e la mandibola inferiore per la bocca un paio di narici e due occhi senza coperchio,la testa tra la testa e la bocca e la mandibola inferiore per la bocca un paio di narici e due occhi senza bocca,48.8414,0.459,0.4103,33.0,0,0
"gli stati uniti sono il secondo produttore leader con oltre il 7,5 della produzione mondiale",gli stati uniti sono il secondo produttore piu alto della produzione mondiale,35.5577,0.2799,0.1875,7.8,0,0
appleby la storica città della contea ha formato un quartiere storico ed è stato non riformato dal municipal corporations act 1835 anche se la riforma è venuto più tardi nel 1885,appleby la piu grande citta della contea ha avuto un quartiere storico ed e stato chiamato apple corporations act 1835,42.4972,0.6545,0.3448,13.6,0,0
che si fa allora a questo punto,che dobbiamo fare a questo punto,100.0,0.9977,1.0,100.0,0,0
nel luglio 1789 david collins il giudice avvocato della colonia scrisse quest' uomo era sempre considerato il più duro detenuto della colonia la sua struttura era muscolosa e ben calcolata per il duro lavoro ma nei suoi intelletti non differiva molto da un bruto il suo appetito era famelico perché in un giorno avrebbe divorato le razioni complete per due giorni,nel luglio 1789 david collins il giudice legale della colonia ha sempre considerato il lavoro di uno schiavo in un giorno duro per due giorni,51.7302,0.4701,0.3111,26.7,0,0
quest anno però c è una novità,quest anno e pero qualche novita,33.7037,0.2717,0.2,13.7,0,0
i lavori sono stati sospesi 30 minuti,i lavori sono stati sospesi 30 minuti,44.4444,0.6371,0.3333,19.6,0,0
i torti intenzionali sono tutti gli atti intenzionali che sono ragionevolmente prevedibili per causare danni a un individuo e che lo fanno i torti intenzionali hanno diverse sottocategorie tra cui torti contro la persona tra cui aggressione batteria falsa prigionia inflizione intenzionale di disagio emotivo e frode,torti contro una persona che e responsabile o che ha causato danni a un persona e responsabile per l'abuso di alcol malattia e frode,42.3388,0.0725,0.0,1.6,0,0
fonti boeing 767 specifiche boeing 767 rapporto aeroporto airliners.net 767 pagine,i aerei boeing 767 e il secondo aereo dirottato degli stati uniti aveva un aeroporto principale di boeing,63.6069,0.1263,0.0571,4.8,0,0
le plessier-huleu è un comune francese del dipartimento dell' aisne,le plessier - huleu e un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,46.0382,0.7332,0.9143,56.8,0,0
poiché non può essere applicato in strati spessi come le vernici ad olio possono i dipinti a tempera raramente hanno la saturazione del colore profondo che i dipinti ad olio possono raggiungere,poiche i dipinti a tempera raramente visibile in superficie i dipinti ad olio non hanno la saturazione del colore,36.7624,0.1763,0.093,4.2,0,0
l attività didattica è molto ampia e completamente pertinente,l attivita didattica e molto ampia,24.3146,0.526,0.2222,19.3,0,0
e questo non è un film,non e un un film commerciale,63.0952,0.8067,0.6667,53.7,0,0
nel 1954 rodrigo compose fantasa para un gentilhombre su richiesta di andrés segovia,nel 1954 rodrigo compose fantasa parasa para un volho,29.4258,0.1453,0.12,0.4,0,0
anche se il nome del cereale è   corn pops dal 2004 i suoi ingredienti hanno incluso l amido di frumento,e anche chiamato cereale ceres dal 2004,28.2299,0.0304,0.0,0.0,0,0
questa è la mia impressione,e anche la mia impressione,61.3095,0.5889,0.5714,39.8,0,0
una sillaba senza coda della forma v cv ccv ecc. è chiamata sillaba aperta mentre una sillaba che ha una coda è chiamata sillaba chiusa,ci sono molti tipi di sillaba con una coda aperta chiamato sillaba aperta,57.1091,0.2114,0.1212,4.6,0,0
mi potrebbe gentilmente spiegare di che cosa si tratta,ci puo spiegare di che cosa si tratta,70.8333,0.8648,0.7143,70.7,0,0
sarebbe meglio un maschio o una femmina,e un maschio o una femmina,66.6667,0.83,0.8,76.0,0,0
ha volato il suo primo volo come drop test il 7 aprile 2006 a edwards afb,ha volato il suo primo volo a edwards afb il 7 aprile 2006 a edwards,43.4424,0.4808,0.4375,31.3,0,0
